,audience_count,content_rating,runtime,production_company_popularity,actor_popularity,Main_Genre,director_popularity,author_popularity,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
11453,7309,PG-13,82.0,WORLDCLASS,NOT THAT POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,37,98,4
11454,5376,R,132.0,SUPER POPULAR,POPULAR,Art House & International,PRETTY DECENT,PRETTY DECENT,8,21,11
11455,5353,NR,95.0,POPULAR,NOT THAT POPULAR,Art House & International,PRETTY DECENT,NOT THAT POPULAR,33,68,2
11456,62693,PG,98.0,WORLDCLASS,SUPER POPULAR,Comedy,SUPER POPULAR,PRETTY DECENT,33,61,49
11457,3953,NR,101.0,POPULAR,PRETTY DECENT,Action & Adventure,PRETTY DECENT,PRETTY DECENT,22,39,13
11458,3178,R,103.0,POPULAR,POPULAR,Action & Adventure,PRETTY DECENT,NOT THAT POPULAR,4,7,11
11460,205233,PG-13,115.0,SUPER POPULAR,SUPER POPULAR,Drama,POPULAR,POPULAR,43,63,83
11461,2161,PG-13,106.0,NOT THAT POPULAR,POPULAR,Romance,PRETTY DECENT,NOT THAT POPULAR,11,7,13
11462,160676,PG-13,107.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,SUPER POPULAR,POPULAR,46,161,46
11463,5976,R,101.0,WORLDCLASS,POPULAR,Comedy,POPULAR,SUPER POPULAR,3,5,11
11464,49408,PG-13,129.0,WORLDCLASS,PRETTY DECENT,Comedy,WORLDCLASS,PRETTY DECENT,14,14,35
11465,195,R,100.0,POPULAR,POPULAR,Comedy,NOT POPULAR,NOT POPULAR,7,6,20
11466,30431,PG-13,85.0,WORLDCLASS,PRETTY DECENT,Action & Adventure,PRETTY DECENT,POPULAR,24,5,83
11467,14893,PG-13,99.0,WORLDCLASS,PRETTY DECENT,Horror,PRETTY DECENT,PRETTY DECENT,25,99,22
11470,8081,R,108.0,WORLDCLASS,SUPER POPULAR,Comedy,POPULAR,POPULAR,43,62,110
11471,2317,G,111.0,NOT THAT POPULAR,PRETTY DECENT,Art House & International,NOT THAT POPULAR,PRETTY DECENT,18,41,3
11473,9,NR,92.0,NOT THAT POPULAR,WHO?,Art House & International,WHO?,WHO?,1,6,0
11474,77703,PG-13,101.0,SUPER POPULAR,POPULAR,Comedy,POPULAR,PRETTY DECENT,30,13,74
11475,3413,NR,69.0,WORLDCLASS,PRETTY DECENT,Classics,PRETTY DECENT,NOT THAT POPULAR,5,26,1
11476,228,NR,91.0,PRETTY DECENT,POPULAR,Drama,NOT POPULAR,POPULAR,6,16,10
11477,40733,R,96.0,SUPER POPULAR,SUPER POPULAR,Comedy,POPULAR,PRETTY DECENT,42,99,43
11478,7272,R,108.0,NOT THAT POPULAR,WORLDCLASS,Drama,PRETTY DECENT,NOT THAT POPULAR,37,101,39
11479,1977,R,101.0,POPULAR,NOT THAT POPULAR,Art House & International,POPULAR,NOT THAT POPULAR,23,48,14
11480,3103,PG,126.0,SUPER POPULAR,NOT THAT POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,30,114,7
11481,4255,G,107.0,SUPER POPULAR,PRETTY DECENT,Action & Adventure,PRETTY DECENT,NOT THAT POPULAR,4,23,7
11482,228,NR,85.0,PRETTY DECENT,NOT POPULAR,Documentary,NOT POPULAR,NOT POPULAR,6,15,3
11484,1162,R,95.0,SUPER POPULAR,PRETTY DECENT,Documentary,NOT THAT POPULAR,NOT THAT POPULAR,22,50,5
11485,1006,NR,103.0,POPULAR,POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,16,37,5
11486,183,NR,92.0,NOT THAT POPULAR,NOT POPULAR,Documentary,NOT POPULAR,NOT POPULAR,1,7,1
11487,47249,PG-13,89.0,SUPER POPULAR,POPULAR,Comedy,PRETTY DECENT,PRETTY DECENT,15,4,45
11488,20785,R,92.0,WORLDCLASS,POPULAR,Action & Adventure,PRETTY DECENT,PRETTY DECENT,6,5,17
11489,1500,NR,96.0,PRETTY DECENT,NOT THAT POPULAR,Drama,NOT THAT POPULAR,NOT THAT POPULAR,11,23,6
11490,40320,PG,160.0,WORLDCLASS,SUPER POPULAR,Drama,POPULAR,PRETTY DECENT,17,32,22
11491,42,NR,110.0,SUPER POPULAR,PRETTY DECENT,Drama,NOT THAT POPULAR,NOT THAT POPULAR,16,25,41
11493,351,NR,108.0,NOT THAT POPULAR,NOT POPULAR,Documentary,NOT POPULAR,NOT POPULAR,5,9,1
11494,513,R,92.0,PRETTY DECENT,WORLDCLASS,Horror,NOT POPULAR,PRETTY DECENT,8,5,16
11495,43760,R,116.0,SUPER POPULAR,SUPER POPULAR,Drama,POPULAR,POPULAR,50,105,91
11496,8019,NR,97.0,SUPER POPULAR,POPULAR,Classics,PRETTY DECENT,PRETTY DECENT,9,35,2
11497,58834,PG-13,105.0,SUPER POPULAR,SUPER POPULAR,Action & Adventure,POPULAR,PRETTY DECENT,38,96,54
11498,5,NR,123.0,WHO?,POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,6,26,7
11499,105056,R,127.0,WORLDCLASS,POPULAR,Action & Adventure,SUPER POPULAR,POPULAR,17,37,25
11500,609,R,98.0,NOT POPULAR,NOT THAT POPULAR,Horror,NOT THAT POPULAR,NOT POPULAR,3,7,4
11501,1358,NR,98.0,PRETTY DECENT,SUPER POPULAR,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,7,1,21
11503,8433,R,109.0,WORLDCLASS,SUPER POPULAR,Drama,POPULAR,PRETTY DECENT,4,14,11
11504,46883,R,115.0,PRETTY DECENT,POPULAR,Action & Adventure,PRETTY DECENT,PRETTY DECENT,18,23,39
11505,8225,R,105.0,SUPER POPULAR,POPULAR,Action & Adventure,PRETTY DECENT,PRETTY DECENT,7,4,15
11506,46791,PG,135.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,SUPER POPULAR,PRETTY DECENT,6,37,4
11507,1451,R,137.0,POPULAR,SUPER POPULAR,Action & Adventure,POPULAR,NOT THAT POPULAR,33,91,57
11508,13,R,92.0,WHO?,WHO?,Drama,WHO?,WHO?,1,3,8
11509,336,R,120.0,NOT POPULAR,NOT POPULAR,Mystery & Suspense,NOT POPULAR,NOT POPULAR,10,8,20
11510,189,NR,98.0,NOT POPULAR,NOT THAT POPULAR,Action & Adventure,NOT POPULAR,NOT POPULAR,0,1,4
11511,7509,R,95.0,SUPER POPULAR,POPULAR,Action & Adventure,POPULAR,POPULAR,6,11,11
11513,339,NR,109.0,PRETTY DECENT,NOT POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,17,39,2
11514,122,R,98.0,WORLDCLASS,NOT THAT POPULAR,Comedy,PRETTY DECENT,POPULAR,2,2,6
11515,7548,R,103.0,SUPER POPULAR,NOT THAT POPULAR,Comedy,PRETTY DECENT,WORLDCLASS,25,38,37
11516,89,R,90.0,WORLDCLASS,WHO?,Action & Adventure,PRETTY DECENT,WHO?,5,6,1
11517,138400,PG,91.0,WORLDCLASS,POPULAR,Drama,SUPER POPULAR,POPULAR,10,25,15
11518,6477,PG-13,98.0,NOT THAT POPULAR,PRETTY DECENT,Comedy,NOT THAT POPULAR,WORLDCLASS,17,31,10
11520,5597,PG,95.0,SUPER POPULAR,NOT THAT POPULAR,Drama,POPULAR,POPULAR,5,9,2
11521,1563,NR,75.0,NOT THAT POPULAR,NOT THAT POPULAR,Drama,NOT THAT POPULAR,NOT THAT POPULAR,6,4,4
11522,543740,PG,83.0,WORLDCLASS,WORLDCLASS,Animation,POPULAR,POPULAR,43,130,43
11523,45757,PG,93.0,WORLDCLASS,WORLDCLASS,Action & Adventure,PRETTY DECENT,WORLDCLASS,8,8,19
11524,126,NR,94.0,PRETTY DECENT,PRETTY DECENT,Art House & International,POPULAR,NOT THAT POPULAR,1,5,4
11525,68319,PG,112.0,WORLDCLASS,POPULAR,Comedy,WORLDCLASS,POPULAR,4,14,18
11526,2251,PG-13,112.0,PRETTY DECENT,PRETTY DECENT,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,28,21,68
11527,7217,PG,115.0,NOT THAT POPULAR,POPULAR,Drama,POPULAR,POPULAR,5,9,8
11528,419,PG-13,93.0,WORLDCLASS,PRETTY DECENT,Action & Adventure,NOT THAT POPULAR,POPULAR,3,4,10
11529,1346,NR,85.0,POPULAR,NOT THAT POPULAR,Classics,NOT THAT POPULAR,NOT THAT POPULAR,12,17,2
11530,4153,R,110.0,WORLDCLASS,NOT THAT POPULAR,Action & Adventure,PRETTY DECENT,POPULAR,26,179,42
11533,5120,NR,75.0,POPULAR,POPULAR,Classics,PRETTY DECENT,PRETTY DECENT,2,20,2
11534,1424,R,89.0,NOT THAT POPULAR,NOT THAT POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,9,9,7
11535,292995,PG,130.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,WORLDCLASS,POPULAR,53,154,115
11536,67861,R,98.0,SUPER POPULAR,PRETTY DECENT,Drama,POPULAR,PRETTY DECENT,18,23,47
11537,8889,R,103.0,SUPER POPULAR,SUPER POPULAR,Drama,POPULAR,POPULAR,3,13,13
11538,194008,PG-13,131.0,WORLDCLASS,POPULAR,Action & Adventure,SUPER POPULAR,SUPER POPULAR,56,211,82
11539,32444,PG-13,111.0,WORLDCLASS,PRETTY DECENT,Action & Adventure,PRETTY DECENT,PRETTY DECENT,43,111,146
11540,388410,PG,95.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,WORLDCLASS,SUPER POPULAR,39,27,104
11541,4256,R,108.0,POPULAR,POPULAR,Action & Adventure,SUPER POPULAR,NOT THAT POPULAR,2,9,6
11542,8154,PG,103.0,WORLDCLASS,WORLDCLASS,Animation,PRETTY DECENT,NOT THAT POPULAR,41,242,0
11543,50214,PG,95.0,SUPER POPULAR,PRETTY DECENT,Comedy,PRETTY DECENT,POPULAR,47,157,4
11544,546,NR,89.0,POPULAR,SUPER POPULAR,Drama,NOT THAT POPULAR,PRETTY DECENT,10,37,4
11545,927,NR,114.0,NOT POPULAR,NOT POPULAR,Art House & International,NOT THAT POPULAR,NOT POPULAR,1,6,2
11546,1446,PG,100.0,NOT THAT POPULAR,POPULAR,Drama,NOT THAT POPULAR,POPULAR,6,14,1
11547,2243,R,88.0,SUPER POPULAR,NOT THAT POPULAR,Documentary,NOT THAT POPULAR,NOT THAT POPULAR,38,87,24
11548,6408,NR,85.0,POPULAR,NOT THAT POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,25,51,15
11549,50693,G,75.0,SUPER POPULAR,SUPER POPULAR,Action & Adventure,SUPER POPULAR,PRETTY DECENT,8,4,15
11551,20675,R,97.0,WORLDCLASS,PRETTY DECENT,Action & Adventure,POPULAR,PRETTY DECENT,18,23,20
11552,85502,R,129.0,SUPER POPULAR,SUPER POPULAR,Action & Adventure,WORLDCLASS,POPULAR,48,102,101
11553,364,R,113.0,SUPER POPULAR,SUPER POPULAR,Drama,POPULAR,POPULAR,45,280,10
11554,8348,PG-13,158.0,SUPER POPULAR,PRETTY DECENT,Classics,PRETTY DECENT,PRETTY DECENT,1,4,11
11555,613,NR,131.0,PRETTY DECENT,NOT POPULAR,Classics,NOT THAT POPULAR,NOT POPULAR,2,5,1
11556,55322,PG-13,125.0,SUPER POPULAR,WORLDCLASS,Drama,PRETTY DECENT,PRETTY DECENT,46,107,37
11557,1404,NR,85.0,NOT THAT POPULAR,NOT THAT POPULAR,Classics,NOT THAT POPULAR,NOT THAT POPULAR,0,3,6
11558,2942,NR,111.0,WORLDCLASS,POPULAR,Classics,PRETTY DECENT,PRETTY DECENT,0,8,2
11559,39676,R,115.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,SUPER POPULAR,POPULAR,6,25,2
11560,2673,NR,91.0,WORLDCLASS,PRETTY DECENT,Classics,PRETTY DECENT,NOT THAT POPULAR,1,10,0
11561,1036,NR,92.0,NOT THAT POPULAR,NOT THAT POPULAR,Mystery & Suspense,NOT THAT POPULAR,NOT THAT POPULAR,7,6,5
11562,8916,NR,100.0,PRETTY DECENT,PRETTY DECENT,Comedy,POPULAR,POPULAR,37,52,69
11564,8324,PG-13,97.0,SUPER POPULAR,PRETTY DECENT,Comedy,POPULAR,PRETTY DECENT,5,9,11
11565,3930,NR,90.0,SUPER POPULAR,PRETTY DECENT,Classics,PRETTY DECENT,PRETTY DECENT,7,28,1
11566,3402,R,114.0,WORLDCLASS,SUPER POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,8,13,20
11567,14055,R,97.0,PRETTY DECENT,SUPER POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,44,87,40
11568,51025,PG,111.0,SUPER POPULAR,PRETTY DECENT,Action & Adventure,SUPER POPULAR,POPULAR,42,53,144
11569,1127,NR,92.0,PRETTY DECENT,PRETTY DECENT,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,2,7,9
11570,629,NR,123.0,POPULAR,POPULAR,Classics,NOT THAT POPULAR,NOT THAT POPULAR,11,21,11
11571,1290,NR,90.0,PRETTY DECENT,NOT THAT POPULAR,Documentary,NOT THAT POPULAR,NOT THAT POPULAR,18,24,13
11572,104865,R,108.0,SUPER POPULAR,WORLDCLASS,Action & Adventure,POPULAR,POPULAR,21,26,62
11573,2076,NR,93.0,SUPER POPULAR,NOT THAT POPULAR,Classics,POPULAR,NOT THAT POPULAR,3,26,1
11574,661,NR,95.0,POPULAR,PRETTY DECENT,Action & Adventure,NOT POPULAR,NOT POPULAR,0,6,3
11575,235911,R,112.0,WORLDCLASS,SUPER POPULAR,Drama,SUPER POPULAR,WORLDCLASS,38,140,46
11576,636638,R,120.0,SUPER POPULAR,POPULAR,Drama,SUPER POPULAR,SUPER POPULAR,53,224,12
11577,1258,R,109.0,SUPER POPULAR,PRETTY DECENT,Drama,POPULAR,NOT THAT POPULAR,19,5,39
11578,257,NR,105.0,NOT POPULAR,PRETTY DECENT,Art House & International,NOT POPULAR,NOT POPULAR,4,10,4
11579,18360,PG-13,84.0,WORLDCLASS,PRETTY DECENT,Action & Adventure,PRETTY DECENT,PRETTY DECENT,15,15,70
11580,7305,R,110.0,SUPER POPULAR,SUPER POPULAR,Comedy,SUPER POPULAR,WORLDCLASS,8,30,4
11581,4510,PG,111.0,WORLDCLASS,PRETTY DECENT,Classics,PRETTY DECENT,PRETTY DECENT,5,24,5
11582,44731,PG-13,88.0,SUPER POPULAR,PRETTY DECENT,Comedy,PRETTY DECENT,PRETTY DECENT,39,66,44
11583,11402,PG,102.0,WORLDCLASS,PRETTY DECENT,Classics,PRETTY DECENT,SUPER POPULAR,9,36,3
11584,2438,NR,96.0,NOT THAT POPULAR,POPULAR,Drama,NOT THAT POPULAR,PRETTY DECENT,5,23,4
11585,33022,PG-13,109.0,WORLDCLASS,PRETTY DECENT,Drama,PRETTY DECENT,PRETTY DECENT,35,80,59
11586,2705,G,82.0,WORLDCLASS,NOT THAT POPULAR,Documentary,NOT THAT POPULAR,NOT THAT POPULAR,17,38,15
11587,48719,PG,150.0,SUPER POPULAR,POPULAR,Action & Adventure,POPULAR,POPULAR,8,22,6
11588,1212,R,133.0,PRETTY DECENT,POPULAR,Drama,NOT THAT POPULAR,POPULAR,26,56,52
11591,1572,PG-13,86.0,NOT THAT POPULAR,POPULAR,Comedy,NOT THAT POPULAR,POPULAR,11,9,33
11592,3177,PG,109.0,WORLDCLASS,WORLDCLASS,Comedy,SUPER POPULAR,WORLDCLASS,0,2,3
11593,759,NR,119.0,POPULAR,NOT POPULAR,Drama,NOT THAT POPULAR,NOT THAT POPULAR,16,29,11
11594,396,NR,95.0,POPULAR,POPULAR,Science Fiction & Fantasy,NOT POPULAR,PRETTY DECENT,13,39,22
11598,839,R,120.0,POPULAR,NOT POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,19,35,10
11599,27385,PG-13,90.0,SUPER POPULAR,PRETTY DECENT,Art House & International,PRETTY DECENT,PRETTY DECENT,34,92,11
11600,4611,R,115.0,SUPER POPULAR,SUPER POPULAR,Art House & International,POPULAR,NOT THAT POPULAR,8,10,12
11601,40,NR,73.0,POPULAR,WHO?,Drama,WHO?,WHO?,3,2,5
11602,5194,R,102.0,WORLDCLASS,POPULAR,Classics,POPULAR,PRETTY DECENT,7,28,3
11603,23401,PG-13,106.0,SUPER POPULAR,POPULAR,Drama,SUPER POPULAR,POPULAR,32,8,100
11604,21864,R,84.0,POPULAR,PRETTY DECENT,Art House & International,POPULAR,POPULAR,39,95,29
11605,323,NR,104.0,POPULAR,NOT POPULAR,Comedy,NOT POPULAR,NOT POPULAR,6,4,6
11606,273989,R,86.0,WORLDCLASS,POPULAR,Horror,POPULAR,POPULAR,37,169,35
11607,103010,R,91.0,WORLDCLASS,POPULAR,Horror,POPULAR,POPULAR,31,79,58
11608,74765,R,81.0,WORLDCLASS,PRETTY DECENT,Horror,POPULAR,POPULAR,24,83,42
11609,118034,R,87.0,WORLDCLASS,POPULAR,Horror,POPULAR,POPULAR,19,26,86
11610,25270,R,88.0,WORLDCLASS,PRETTY DECENT,Horror,PRETTY DECENT,POPULAR,11,11,66
11611,35459,R,84.0,WORLDCLASS,PRETTY DECENT,Horror,PRETTY DECENT,POPULAR,19,32,50
11612,83093,PG,96.0,SUPER POPULAR,POPULAR,Action & Adventure,PRETTY DECENT,PRETTY DECENT,39,162,21
11613,2075,R,85.0,PRETTY DECENT,NOT THAT POPULAR,Art House & International,PRETTY DECENT,NOT THAT POPULAR,3,2,9
11614,7274,R,132.0,PRETTY DECENT,POPULAR,Art House & International,POPULAR,POPULAR,49,445,6
11615,258,NR,116.0,NOT POPULAR,PRETTY DECENT,Drama,NOT POPULAR,NOT POPULAR,6,19,3
11616,61589,PG,104.0,WORLDCLASS,POPULAR,Comedy,SUPER POPULAR,PRETTY DECENT,26,17,76
11617,49342,PG-13,124.0,SUPER POPULAR,SUPER POPULAR,Comedy,SUPER POPULAR,SUPER POPULAR,15,52,5
11618,4369,R,82.0,SUPER POPULAR,NOT THAT POPULAR,Comedy,PRETTY DECENT,NOT THAT POPULAR,2,8,7
11619,8676,R,86.0,SUPER POPULAR,NOT THAT POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,37,110,6
11621,3730,PG-13,120.0,POPULAR,NOT THAT POPULAR,Art House & International,PRETTY DECENT,NOT THAT POPULAR,25,53,30
11622,781,NR,138.0,POPULAR,NOT POPULAR,Art House & International,NOT THAT POPULAR,NOT POPULAR,5,12,2
11623,2808,PG,92.0,SUPER POPULAR,POPULAR,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,22,53,60
11626,192592,R,120.0,POPULAR,POPULAR,Art House & International,POPULAR,POPULAR,36,97,15
11627,1275,NR,77.0,NOT THAT POPULAR,NOT THAT POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,10,10,13
11628,24301,R,148.0,WORLDCLASS,PRETTY DECENT,Art House & International,POPULAR,PRETTY DECENT,1,32,1
11629,93,NR,69.0,NOT THAT POPULAR,WHO?,Documentary,WHO?,WHO?,1,3,2
11630,7865,NR,108.0,WORLDCLASS,POPULAR,Classics,PRETTY DECENT,POPULAR,1,4,4
11631,35760,R,118.0,POPULAR,SUPER POPULAR,Mystery & Suspense,POPULAR,POPULAR,31,44,64
11632,9682,PG-13,94.0,NOT THAT POPULAR,PRETTY DECENT,Drama,PRETTY DECENT,PRETTY DECENT,42,63,62
11634,13760,NR,85.0,SUPER POPULAR,PRETTY DECENT,Art House & International,PRETTY DECENT,PRETTY DECENT,24,44,21
11635,1283,NR,98.0,PRETTY DECENT,PRETTY DECENT,Drama,NOT THAT POPULAR,NOT THAT POPULAR,18,28,20
11636,36821,R,98.0,POPULAR,SUPER POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,31,23,56
11638,42,NR,74.0,WHO?,WHO?,Drama,POPULAR,WHO?,7,13,1
11639,6936,PG,163.0,SUPER POPULAR,PRETTY DECENT,Drama,POPULAR,NOT THAT POPULAR,5,19,6
11640,493,NR,94.0,NOT POPULAR,NOT POPULAR,Action & Adventure,NOT POPULAR,NOT POPULAR,5,2,5
11641,1292,PG-13,96.0,POPULAR,POPULAR,Comedy,NOT THAT POPULAR,PRETTY DECENT,3,1,9
11643,56276,R,83.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,PRETTY DECENT,POPULAR,3,6,19
11644,55175,PG-13,111.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,POPULAR,POPULAR,51,86,196
11646,7389,R,100.0,POPULAR,SUPER POPULAR,Drama,SUPER POPULAR,PRETTY DECENT,22,25,50
11647,2869,R,134.0,WORLDCLASS,NOT THAT POPULAR,Comedy,PRETTY DECENT,POPULAR,4,24,0
11648,703,PG-13,93.0,POPULAR,NOT POPULAR,Drama,NOT POPULAR,NOT POPULAR,4,15,6
11649,1806,NR,99.0,NOT THAT POPULAR,SUPER POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,0,4,5
11650,10385,NR,77.0,POPULAR,PRETTY DECENT,Art House & International,PRETTY DECENT,PRETTY DECENT,12,54,1
11651,2735,PG-13,105.0,SUPER POPULAR,POPULAR,Drama,PRETTY DECENT,NOT THAT POPULAR,9,7,29
11652,369388,R,126.0,WORLDCLASS,POPULAR,Drama,WORLDCLASS,POPULAR,56,137,141
11653,2748,R,94.0,POPULAR,POPULAR,Drama,NOT THAT POPULAR,POPULAR,11,1,32
11654,1436,PG-13,108.0,POPULAR,NOT THAT POPULAR,Comedy,PRETTY DECENT,NOT THAT POPULAR,17,26,20
11655,325,NR,90.0,NOT POPULAR,POPULAR,Documentary,PRETTY DECENT,NOT POPULAR,19,34,4
11656,3401,NR,95.0,SUPER POPULAR,POPULAR,Classics,POPULAR,NOT THAT POPULAR,8,21,3
11657,7664,R,122.0,SUPER POPULAR,PRETTY DECENT,Classics,PRETTY DECENT,PRETTY DECENT,5,18,3
11659,265151,PG-13,115.0,SUPER POPULAR,SUPER POPULAR,Comedy,WORLDCLASS,SUPER POPULAR,23,15,53
11660,248,NR,84.0,PRETTY DECENT,NOT POPULAR,Action & Adventure,NOT POPULAR,NOT POPULAR,2,6,2
11661,880,NR,99.0,PRETTY DECENT,NOT POPULAR,Animation,NOT POPULAR,NOT POPULAR,7,11,4
11663,16106,R,118.0,PRETTY DECENT,PRETTY DECENT,Comedy,POPULAR,POPULAR,47,249,10
11664,485,PG-13,165.0,POPULAR,PRETTY DECENT,Drama,POPULAR,NOT POPULAR,6,11,0
11665,6098,NR,126.0,SUPER POPULAR,NOT THAT POPULAR,Art House & International,PRETTY DECENT,PRETTY DECENT,14,45,1
11666,94319,R,99.0,WORLDCLASS,POPULAR,Action & Adventure,POPULAR,PRETTY DECENT,24,8,69
11667,35336,G,86.0,WORLDCLASS,POPULAR,Action & Adventure,SUPER POPULAR,POPULAR,17,57,3
11669,647,R,86.0,PRETTY DECENT,PRETTY DECENT,Action & Adventure,PRETTY DECENT,NOT POPULAR,1,1,6
11670,105,NR,94.0,POPULAR,NOT POPULAR,Drama,NOT THAT POPULAR,NOT POPULAR,7,13,21
11671,2354,NR,95.0,POPULAR,PRETTY DECENT,Horror,NOT THAT POPULAR,NOT THAT POPULAR,4,16,6
11672,50,NR,102.0,WHO?,PRETTY DECENT,Drama,WHO?,WHO?,0,5,0
11673,133,NR,88.0,PRETTY DECENT,NOT POPULAR,Documentary,NOT POPULAR,NOT POPULAR,2,3,4
11674,70710,R,116.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,POPULAR,POPULAR,10,30,11
11675,26091,R,130.0,POPULAR,SUPER POPULAR,Drama,SUPER POPULAR,PRETTY DECENT,50,189,46
11676,43309,PG,171.0,SUPER POPULAR,POPULAR,Classics,POPULAR,POPULAR,10,46,3
11681,330651,R,104.0,WORLDCLASS,SUPER POPULAR,Art House & International,SUPER POPULAR,POPULAR,49,144,61
11682,1638,PG-13,108.0,NOT THAT POPULAR,POPULAR,Drama,NOT THAT POPULAR,NOT THAT POPULAR,10,18,21
11683,393200,PG,91.0,POPULAR,POPULAR,Comedy,SUPER POPULAR,POPULAR,33,39,77
11684,37520,PG,94.0,WORLDCLASS,POPULAR,Comedy,SUPER POPULAR,POPULAR,17,3,58
11686,857,PG-13,84.0,NOT THAT POPULAR,NOT POPULAR,Comedy,PRETTY DECENT,NOT POPULAR,15,31,1
11687,43676,PG,91.0,PRETTY DECENT,PRETTY DECENT,Action & Adventure,PRETTY DECENT,POPULAR,12,23,14
11688,2557,R,91.0,SUPER POPULAR,NOT THAT POPULAR,Art House & International,PRETTY DECENT,POPULAR,3,13,1
11689,9356,R,82.0,POPULAR,POPULAR,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,0,8,6
11691,13528,PG-13,114.0,PRETTY DECENT,WORLDCLASS,Drama,SUPER POPULAR,PRETTY DECENT,29,83,32
11693,275158,PG-13,122.0,WORLDCLASS,SUPER POPULAR,Drama,POPULAR,POPULAR,38,51,79
11694,216,PG,86.0,PRETTY DECENT,NOT THAT POPULAR,Documentary,NOT POPULAR,NOT POPULAR,10,11,4
11695,164317,PG-13,119.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,SUPER POPULAR,POPULAR,35,42,115
11696,8,NR,85.0,NOT THAT POPULAR,PRETTY DECENT,Action & Adventure,NOT POPULAR,NOT POPULAR,2,2,7
11697,7614,R,96.0,SUPER POPULAR,POPULAR,Comedy,POPULAR,NOT THAT POPULAR,28,21,50
11698,43042,PG-13,121.0,SUPER POPULAR,POPULAR,Drama,POPULAR,PRETTY DECENT,25,18,53
11699,1597,R,99.0,POPULAR,PRETTY DECENT,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,0,0,0
11700,17,NR,93.0,NOT THAT POPULAR,POPULAR,Drama,WHO?,WHO?,2,4,3
11701,2499,NR,119.0,NOT THAT POPULAR,NOT THAT POPULAR,Documentary,SUPER POPULAR,SUPER POPULAR,14,19,9
11702,13443,G,74.0,WORLDCLASS,PRETTY DECENT,Action & Adventure,SUPER POPULAR,PRETTY DECENT,2,1,9
11703,15718,R,87.0,POPULAR,POPULAR,Comedy,POPULAR,POPULAR,7,24,22
11704,8620,R,89.0,SUPER POPULAR,PRETTY DECENT,Comedy,POPULAR,NOT THAT POPULAR,9,7,21
11705,13889,R,109.0,PRETTY DECENT,PRETTY DECENT,Classics,PRETTY DECENT,PRETTY DECENT,16,51,2
11706,17506,PG-13,95.0,SUPER POPULAR,PRETTY DECENT,Comedy,PRETTY DECENT,POPULAR,28,24,39
11707,2795,NR,105.0,POPULAR,NOT THAT POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,12,24,4
11708,113307,PG,90.0,WORLDCLASS,POPULAR,Comedy,WORLDCLASS,POPULAR,6,40,6
11709,34798,PG-13,102.0,SUPER POPULAR,POPULAR,Comedy,SUPER POPULAR,PRETTY DECENT,8,24,4
11710,1544,PG,107.0,SUPER POPULAR,NOT THAT POPULAR,Drama,NOT THAT POPULAR,NOT THAT POPULAR,11,10,20
11711,75639,PG-13,141.0,WORLDCLASS,WORLDCLASS,Drama,POPULAR,POPULAR,9,28,25
11712,187,G,80.0,PRETTY DECENT,NOT POPULAR,Documentary,NOT THAT POPULAR,NOT POPULAR,9,22,2
11713,3999,PG-13,160.0,POPULAR,NOT THAT POPULAR,Art House & International,PRETTY DECENT,PRETTY DECENT,10,21,3
11714,525,NR,70.0,PRETTY DECENT,PRETTY DECENT,Classics,NOT POPULAR,NOT THAT POPULAR,0,4,1
11715,305,NR,85.0,NOT POPULAR,NOT POPULAR,Horror,NOT POPULAR,NOT POPULAR,3,4,1
11716,157030,PG-13,90.0,SUPER POPULAR,POPULAR,Comedy,POPULAR,POPULAR,34,68,59
