,audience_count,content_rating,runtime,production_company_popularity,actor_popularity,Main_Genre,director_popularity,author_popularity,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
11184,392,PG-13,102.0,NOT POPULAR,PRETTY DECENT,Comedy,NOT POPULAR,PRETTY DECENT,4,5,11
11185,442648,R,88.0,WORLDCLASS,SUPER POPULAR,Comedy,POPULAR,POPULAR,23,29,70
11186,256,NR,135.0,WORLDCLASS,POPULAR,Classics,PRETTY DECENT,NOT THAT POPULAR,3,1,8
11187,2165,NR,93.0,PRETTY DECENT,NOT THAT POPULAR,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,3,1,6
11188,69412,PG-13,99.0,POPULAR,POPULAR,Drama,POPULAR,PRETTY DECENT,21,21,47
11189,4057,R,112.0,SUPER POPULAR,NOT THAT POPULAR,Drama,NOT THAT POPULAR,NOT THAT POPULAR,33,63,27
11190,5848,G,106.0,POPULAR,NOT THAT POPULAR,Comedy,POPULAR,NOT THAT POPULAR,11,43,2
11191,2384,R,103.0,NOT THAT POPULAR,NOT THAT POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,20,63,3
11192,2507,R,97.0,PRETTY DECENT,POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,0,15,2
11193,634,PG-13,118.0,POPULAR,NOT POPULAR,Drama,NOT POPULAR,NOT POPULAR,2,3,3
11194,260,NR,91.0,NOT POPULAR,NOT POPULAR,Classics,NOT POPULAR,NOT POPULAR,1,4,1
11195,16111,PG-13,110.0,SUPER POPULAR,POPULAR,Art House & International,PRETTY DECENT,PRETTY DECENT,3,8,8
11198,31656590,PG-13,124.0,WORLDCLASS,WORLDCLASS,Drama,WORLDCLASS,WORLDCLASS,44,94,84
11200,77782,R,98.0,SUPER POPULAR,POPULAR,Drama,POPULAR,POPULAR,46,152,22
11202,410,NR,110.0,POPULAR,NOT POPULAR,Drama,NOT POPULAR,NOT POPULAR,8,20,8
11204,12776,R,107.0,SUPER POPULAR,SUPER POPULAR,Drama,POPULAR,PRETTY DECENT,20,49,11
11205,18771,PG-13,94.0,WORLDCLASS,POPULAR,Comedy,PRETTY DECENT,POPULAR,7,1,21
11206,6077,PG,118.0,SUPER POPULAR,NOT THAT POPULAR,Comedy,WORLDCLASS,NOT THAT POPULAR,5,13,10
11207,694,R,100.0,POPULAR,PRETTY DECENT,Horror,NOT POPULAR,NOT POPULAR,5,1,10
11208,32335,PG-13,98.0,PRETTY DECENT,POPULAR,Comedy,PRETTY DECENT,PRETTY DECENT,31,53,46
11209,50094,R,90.0,SUPER POPULAR,PRETTY DECENT,Drama,POPULAR,PRETTY DECENT,47,76,58
11211,508458,PG-13,123.0,WORLDCLASS,WORLDCLASS,Comedy,POPULAR,WORLDCLASS,30,83,17
11213,786,PG-13,85.0,PRETTY DECENT,POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,5,0,11
11214,1860,R,123.0,NOT THAT POPULAR,NOT THAT POPULAR,Drama,NOT THAT POPULAR,NOT THAT POPULAR,33,87,14
11215,7450,R,94.0,SUPER POPULAR,SUPER POPULAR,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,31,41,66
11216,163,NR,100.0,PRETTY DECENT,NOT POPULAR,Drama,NOT POPULAR,NOT POPULAR,5,3,9
11217,76152,PG-13,96.0,SUPER POPULAR,POPULAR,Comedy,PRETTY DECENT,POPULAR,5,6,13
11218,2796,PG-13,103.0,WORLDCLASS,PRETTY DECENT,Art House & International,PRETTY DECENT,POPULAR,5,15,12
11219,7461,NR,117.0,SUPER POPULAR,POPULAR,Classics,PRETTY DECENT,PRETTY DECENT,0,26,2
11220,1690,G,88.0,WORLDCLASS,SUPER POPULAR,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,2,4,1
11221,179318,PG-13,116.0,SUPER POPULAR,POPULAR,Mystery & Suspense,SUPER POPULAR,POPULAR,35,85,83
11222,67094,PG-13,129.0,SUPER POPULAR,POPULAR,Mystery & Suspense,POPULAR,SUPER POPULAR,40,64,129
11223,41244,R,97.0,SUPER POPULAR,POPULAR,Drama,POPULAR,PRETTY DECENT,40,117,30
11224,1641,R,112.0,POPULAR,NOT THAT POPULAR,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,6,9,10
11226,1638,NR,65.0,NOT THAT POPULAR,NOT THAT POPULAR,Classics,SUPER POPULAR,NOT THAT POPULAR,2,5,3
11227,165,NR,100.0,NOT POPULAR,NOT POPULAR,Drama,NOT POPULAR,NOT POPULAR,4,14,1
11228,1789,R,84.0,POPULAR,PRETTY DECENT,Horror,PRETTY DECENT,POPULAR,4,14,9
11229,35288,R,108.0,POPULAR,SUPER POPULAR,Comedy,POPULAR,PRETTY DECENT,38,109,22
11230,418,NR,90.0,PRETTY DECENT,NOT POPULAR,Documentary,NOT POPULAR,NOT POPULAR,7,9,2
11231,4197,R,116.0,WORLDCLASS,POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,6,8,16
11232,231632,PG-13,106.0,WORLDCLASS,SUPER POPULAR,Comedy,WORLDCLASS,POPULAR,24,23,65
11234,36087,R,95.0,WORLDCLASS,PRETTY DECENT,Drama,PRETTY DECENT,PRETTY DECENT,34,80,45
11235,256662,PG-13,106.0,WORLDCLASS,WORLDCLASS,Comedy,SUPER POPULAR,SUPER POPULAR,38,117,34
11236,4284,R,173.0,SUPER POPULAR,POPULAR,Classics,PRETTY DECENT,PRETTY DECENT,3,14,4
11237,964,NR,131.0,PRETTY DECENT,NOT POPULAR,Art House & International,NOT POPULAR,NOT POPULAR,17,36,3
11238,711,NR,132.0,NOT THAT POPULAR,NOT POPULAR,Art House & International,PRETTY DECENT,PRETTY DECENT,12,27,3
11240,1563,R,97.0,POPULAR,POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,3,10,3
11241,41043,R,112.0,SUPER POPULAR,SUPER POPULAR,Comedy,POPULAR,PRETTY DECENT,18,30,28
11243,163366,PG-13,125.0,WORLDCLASS,WORLDCLASS,Action & Adventure,POPULAR,POPULAR,49,135,120
11244,366,NR,97.0,NOT THAT POPULAR,NOT POPULAR,Documentary,NOT POPULAR,NOT THAT POPULAR,11,23,2
11245,641761,R,86.0,WORLDCLASS,SUPER POPULAR,Comedy,POPULAR,POPULAR,51,109,104
11246,16202,R,83.0,POPULAR,PRETTY DECENT,Comedy,PRETTY DECENT,PRETTY DECENT,49,149,16
11247,1831,R,120.0,NOT THAT POPULAR,NOT THAT POPULAR,Science Fiction & Fantasy,NOT THAT POPULAR,NOT THAT POPULAR,5,10,10
11248,1913,PG-13,72.0,PRETTY DECENT,NOT THAT POPULAR,Animation,NOT THAT POPULAR,NOT THAT POPULAR,4,15,2
11249,147205,PG-13,127.0,WORLDCLASS,POPULAR,Classics,POPULAR,POPULAR,8,15,16
11250,10315,PG-13,110.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,SUPER POPULAR,PRETTY DECENT,57,246,111
11251,32601771,PG-13,116.0,WORLDCLASS,WORLDCLASS,Action & Adventure,WORLDCLASS,WORLDCLASS,37,146,31
11252,1532643,PG-13,122.0,WORLDCLASS,WORLDCLASS,Action & Adventure,WORLDCLASS,SUPER POPULAR,54,139,60
11253,672964,PG-13,125.0,WORLDCLASS,WORLDCLASS,Action & Adventure,WORLDCLASS,POPULAR,42,101,84
11254,5366,R,103.0,SUPER POPULAR,PRETTY DECENT,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,0,2,4
11255,32462,PG-13,106.0,POPULAR,PRETTY DECENT,Drama,PRETTY DECENT,PRETTY DECENT,14,10,30
11256,160,NR,80.0,NOT POPULAR,NOT POPULAR,Documentary,NOT POPULAR,NOT POPULAR,16,28,4
11257,243,NR,91.0,SUPER POPULAR,PRETTY DECENT,Drama,NOT THAT POPULAR,NOT THAT POPULAR,13,5,22
11258,66142,PG,108.0,SUPER POPULAR,WORLDCLASS,Drama,SUPER POPULAR,POPULAR,16,67,7
11259,61236,PG,130.0,SUPER POPULAR,POPULAR,Action & Adventure,POPULAR,POPULAR,9,21,28
11260,45809,R,105.0,SUPER POPULAR,PRETTY DECENT,Drama,PRETTY DECENT,PRETTY DECENT,35,114,40
11261,44,NR,93.0,WHO?,WHO?,Comedy,WHO?,WHO?,0,6,0
11262,7628,PG-13,107.0,SUPER POPULAR,POPULAR,Comedy,NOT THAT POPULAR,POPULAR,9,8,22
11263,10558,NR,96.0,PRETTY DECENT,POPULAR,Mystery & Suspense,SUPER POPULAR,SUPER POPULAR,13,18,29
11264,703,NR,96.0,PRETTY DECENT,PRETTY DECENT,Action & Adventure,NOT POPULAR,NOT POPULAR,6,20,3
11265,912,PG,106.0,WORLDCLASS,NOT THAT POPULAR,Drama,NOT POPULAR,NOT THAT POPULAR,1,1,4
11266,51,R,98.0,SUPER POPULAR,POPULAR,Comedy,PRETTY DECENT,WHO?,6,13,16
11267,14946,PG-13,122.0,SUPER POPULAR,PRETTY DECENT,Art House & International,PRETTY DECENT,PRETTY DECENT,34,111,9
11268,1018,R,109.0,SUPER POPULAR,POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,0,1,4
11270,1267,R,88.0,WORLDCLASS,POPULAR,Art House & International,POPULAR,PRETTY DECENT,0,4,3
11271,3358,PG-13,112.0,PRETTY DECENT,PRETTY DECENT,Drama,NOT THAT POPULAR,NOT THAT POPULAR,27,66,28
11272,155,NR,76.0,PRETTY DECENT,NOT POPULAR,Documentary,NOT POPULAR,NOT POPULAR,5,14,2
11273,1420,R,112.0,WORLDCLASS,SUPER POPULAR,Drama,POPULAR,PRETTY DECENT,5,10,4
11274,21857,R,105.0,WORLDCLASS,SUPER POPULAR,Comedy,SUPER POPULAR,PRETTY DECENT,36,75,110
11275,325813,R,89.0,WORLDCLASS,POPULAR,Comedy,POPULAR,POPULAR,27,81,20
11276,51109,R,125.0,WORLDCLASS,POPULAR,Action & Adventure,POPULAR,POPULAR,6,22,6
11277,173,R,91.0,NOT POPULAR,NOT POPULAR,Action & Adventure,NOT POPULAR,NOT POPULAR,2,4,8
11279,2653,R,110.0,PRETTY DECENT,NOT THAT POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,2,11,0
11280,5843,PG,92.0,SUPER POPULAR,NOT THAT POPULAR,Art House & International,PRETTY DECENT,NOT THAT POPULAR,29,79,5
11281,217,NR,103.0,NOT POPULAR,NOT POPULAR,Drama,NOT POPULAR,NOT POPULAR,5,4,2
11282,8258,PG,97.0,WORLDCLASS,PRETTY DECENT,Comedy,POPULAR,PRETTY DECENT,4,18,7
11283,3668,PG,94.0,SUPER POPULAR,PRETTY DECENT,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,1,3,3
11284,6436,PG,96.0,SUPER POPULAR,PRETTY DECENT,Comedy,NOT THAT POPULAR,POPULAR,3,4,7
11286,811,G,144.0,WORLDCLASS,PRETTY DECENT,Classics,POPULAR,NOT POPULAR,4,11,3
11287,22111,PG-13,89.0,SUPER POPULAR,PRETTY DECENT,Art House & International,PRETTY DECENT,PRETTY DECENT,36,78,8
11288,139,NR,106.0,PRETTY DECENT,NOT POPULAR,Drama,NOT POPULAR,NOT POPULAR,9,10,4
11290,10553,NR,118.0,POPULAR,POPULAR,Action & Adventure,POPULAR,POPULAR,45,203,32
11291,31827,G,145.0,PRETTY DECENT,PRETTY DECENT,Classics,PRETTY DECENT,PRETTY DECENT,8,23,3
11293,2109,PG-13,115.0,POPULAR,NOT THAT POPULAR,Drama,NOT THAT POPULAR,NOT THAT POPULAR,6,4,18
11294,401,NR,101.0,POPULAR,NOT POPULAR,Comedy,NOT POPULAR,NOT POPULAR,6,8,5
11295,1051,R,119.0,WORLDCLASS,POPULAR,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,1,5,7
11296,5562,NR,76.0,POPULAR,NOT THAT POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,33,79,14
11297,477244,R,90.0,WORLDCLASS,SUPER POPULAR,Comedy,SUPER POPULAR,SUPER POPULAR,37,100,67
11298,143,NR,80.0,NOT POPULAR,NOT POPULAR,Drama,NOT POPULAR,NOT POPULAR,13,29,2
11299,51308,G,83.0,WORLDCLASS,PRETTY DECENT,Action & Adventure,SUPER POPULAR,PRETTY DECENT,3,21,0
11300,133444,R,118.0,POPULAR,POPULAR,Drama,POPULAR,POPULAR,40,121,27
11301,26441,R,103.0,POPULAR,POPULAR,Action & Adventure,POPULAR,SUPER POPULAR,46,59,90
11302,1621,R,89.0,PRETTY DECENT,PRETTY DECENT,Drama,PRETTY DECENT,POPULAR,2,9,8
11303,56092,G,146.0,WORLDCLASS,PRETTY DECENT,Classics,POPULAR,PRETTY DECENT,8,28,6
11305,8594,NR,105.0,WORLDCLASS,NOT THAT POPULAR,Action & Adventure,POPULAR,NOT THAT POPULAR,4,24,0
11306,754,PG,92.0,SUPER POPULAR,PRETTY DECENT,Drama,NOT POPULAR,NOT POPULAR,0,2,5
11308,31,PG-13,83.0,SUPER POPULAR,WHO?,Comedy,WHO?,WHO?,7,33,14
11309,64,NR,90.0,WHO?,PRETTY DECENT,Documentary,WHO?,WHO?,6,8,0
11310,148655,R,120.0,POPULAR,SUPER POPULAR,Action & Adventure,SUPER POPULAR,POPULAR,40,97,100
11311,27197,PG-13,168.0,PRETTY DECENT,POPULAR,Action & Adventure,PRETTY DECENT,PRETTY DECENT,4,13,4
11313,17232,PG,98.0,SUPER POPULAR,POPULAR,Classics,PRETTY DECENT,PRETTY DECENT,5,22,12
11314,340365,R,110.0,WORLDCLASS,WORLDCLASS,Horror,POPULAR,SUPER POPULAR,41,44,124
11315,10107,NR,100.0,SUPER POPULAR,PRETTY DECENT,Horror,PRETTY DECENT,PRETTY DECENT,0,1,5
11317,3604,G,129.0,WORLDCLASS,POPULAR,Classics,POPULAR,PRETTY DECENT,1,10,0
11318,13,NR,86.0,POPULAR,PRETTY DECENT,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,10,20,11
11319,359,G,91.0,PRETTY DECENT,NOT POPULAR,Classics,NOT THAT POPULAR,NOT THAT POPULAR,3,5,1
11320,563,PG,94.0,PRETTY DECENT,NOT THAT POPULAR,Documentary,PRETTY DECENT,PRETTY DECENT,7,7,6
11322,847,R,110.0,PRETTY DECENT,POPULAR,Drama,NOT POPULAR,POPULAR,39,112,53
11323,1157,R,82.0,SUPER POPULAR,NOT THAT POPULAR,Action & Adventure,PRETTY DECENT,NOT THAT POPULAR,1,17,1
11324,32948,R,101.0,WORLDCLASS,POPULAR,Action & Adventure,PRETTY DECENT,PRETTY DECENT,9,3,28
11325,20566,PG,109.0,SUPER POPULAR,POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,8,27,2
11326,1192,NR,128.0,PRETTY DECENT,PRETTY DECENT,Action & Adventure,NOT THAT POPULAR,PRETTY DECENT,14,28,4
11327,51494,PG,140.0,WORLDCLASS,PRETTY DECENT,Action & Adventure,PRETTY DECENT,POPULAR,7,44,10
11328,98,R,84.0,PRETTY DECENT,PRETTY DECENT,Drama,NOT POPULAR,WHO?,17,15,25
11329,682,NR,95.0,SUPER POPULAR,PRETTY DECENT,Classics,NOT THAT POPULAR,PRETTY DECENT,0,5,0
11330,2275,PG-13,120.0,SUPER POPULAR,POPULAR,Drama,POPULAR,NOT THAT POPULAR,44,186,68
11331,325,NR,101.0,PRETTY DECENT,PRETTY DECENT,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,11,46,4
11332,714,R,96.0,NOT POPULAR,NOT POPULAR,Drama,NOT POPULAR,NOT POPULAR,11,10,5
11333,1702,NR,121.0,NOT THAT POPULAR,NOT THAT POPULAR,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,7,16,1
11334,927,PG-13,105.0,NOT POPULAR,NOT POPULAR,Comedy,NOT POPULAR,NOT POPULAR,8,5,9
11335,1197,R,86.0,NOT THAT POPULAR,NOT THAT POPULAR,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,12,29,2
11336,10927,R,139.0,PRETTY DECENT,PRETTY DECENT,Action & Adventure,POPULAR,POPULAR,46,68,85
11337,391,NR,92.0,NOT POPULAR,NOT THAT POPULAR,Comedy,NOT POPULAR,NOT POPULAR,2,3,2
11339,52205,NR,108.0,WORLDCLASS,SUPER POPULAR,Classics,POPULAR,PRETTY DECENT,14,71,1
11340,191047,R,86.0,SUPER POPULAR,POPULAR,Drama,POPULAR,POPULAR,48,153,5
11341,28315,PG-13,93.0,POPULAR,PRETTY DECENT,Comedy,PRETTY DECENT,PRETTY DECENT,0,2,9
11342,431,PG,119.0,NOT THAT POPULAR,NOT POPULAR,Comedy,NOT POPULAR,NOT POPULAR,1,6,2
11343,1196,R,107.0,POPULAR,POPULAR,Drama,NOT THAT POPULAR,NOT THAT POPULAR,14,7,18
11344,2014,PG,94.0,WORLDCLASS,POPULAR,Comedy,NOT THAT POPULAR,PRETTY DECENT,0,0,6
11345,1115,PG-13,118.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,POPULAR,POPULAR,11,33,27
11346,6457,G,80.0,SUPER POPULAR,NOT THAT POPULAR,Action & Adventure,NOT THAT POPULAR,POPULAR,11,5,18
11347,74939,R,139.0,WORLDCLASS,WORLDCLASS,Drama,POPULAR,PRETTY DECENT,13,46,7
11348,6138,NR,157.0,PRETTY DECENT,NOT THAT POPULAR,Art House & International,PRETTY DECENT,NOT THAT POPULAR,26,72,6
11349,117,R,116.0,POPULAR,NOT THAT POPULAR,Action & Adventure,NOT POPULAR,NOT POPULAR,4,0,6
11350,26410,R,159.0,WORLDCLASS,WORLDCLASS,Comedy,WORLDCLASS,WORLDCLASS,61,474,81
11351,285437,R,101.0,SUPER POPULAR,SUPER POPULAR,Action & Adventure,WORLDCLASS,SUPER POPULAR,36,112,57
11352,65809,PG-13,165.0,WORLDCLASS,POPULAR,Action & Adventure,POPULAR,POPULAR,15,61,3
11353,661,NR,94.0,PRETTY DECENT,WORLDCLASS,Action & Adventure,NOT POPULAR,POPULAR,9,8,31
11354,29689,R,102.0,PRETTY DECENT,PRETTY DECENT,Drama,SUPER POPULAR,PRETTY DECENT,16,42,3
11355,20543,PG-13,110.0,SUPER POPULAR,SUPER POPULAR,Drama,POPULAR,POPULAR,32,69,32
11356,527,PG,98.0,SUPER POPULAR,NOT THAT POPULAR,Comedy,NOT THAT POPULAR,NOT POPULAR,3,7,1
11357,558,NR,88.0,NOT POPULAR,NOT POPULAR,Drama,NOT POPULAR,NOT POPULAR,5,11,6
11358,211,NR,90.0,NOT THAT POPULAR,NOT THAT POPULAR,Drama,NOT POPULAR,NOT POPULAR,7,7,9
11361,15044,PG,93.0,WORLDCLASS,SUPER POPULAR,Comedy,PRETTY DECENT,PRETTY DECENT,2,10,7
11363,32225,PG-13,108.0,SUPER POPULAR,SUPER POPULAR,Comedy,POPULAR,PRETTY DECENT,44,52,93
11364,20780,R,119.0,WORLDCLASS,SUPER POPULAR,Drama,SUPER POPULAR,PRETTY DECENT,5,8,19
11365,2987,PG-13,141.0,PRETTY DECENT,SUPER POPULAR,Action & Adventure,NOT THAT POPULAR,PRETTY DECENT,1,9,7
11366,208,PG-13,90.0,PRETTY DECENT,NOT POPULAR,Drama,NOT POPULAR,NOT POPULAR,4,1,9
11367,4763,R,107.0,WORLDCLASS,POPULAR,Action & Adventure,POPULAR,POPULAR,15,48,3
11368,279760,R,133.0,WORLDCLASS,SUPER POPULAR,Classics,POPULAR,POPULAR,14,75,5
11369,36871,PG-13,91.0,SUPER POPULAR,SUPER POPULAR,Comedy,POPULAR,PRETTY DECENT,16,1,54
11370,2863,R,100.0,WORLDCLASS,NOT THAT POPULAR,Comedy,SUPER POPULAR,POPULAR,12,17,16
11371,6773,R,105.0,POPULAR,SUPER POPULAR,Action & Adventure,NOT THAT POPULAR,POPULAR,3,2,11
11372,177722,R,95.0,SUPER POPULAR,SUPER POPULAR,Drama,POPULAR,POPULAR,44,163,37
11373,6,NR,77.0,WHO?,WHO?,Comedy,WHO?,WHO?,2,3,2
11374,21320,R,96.0,SUPER POPULAR,POPULAR,Comedy,PRETTY DECENT,PRETTY DECENT,4,1,8
11375,780,NR,84.0,NOT POPULAR,NOT POPULAR,Documentary,NOT POPULAR,NOT POPULAR,11,26,1
11376,4855,G,88.0,SUPER POPULAR,PRETTY DECENT,Art House & International,PRETTY DECENT,SUPER POPULAR,4,8,9
11377,1176,R,121.0,SUPER POPULAR,POPULAR,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,1,3,5
11378,61724,PG-13,87.0,WORLDCLASS,PRETTY DECENT,Horror,PRETTY DECENT,PRETTY DECENT,18,0,81
11379,10005,R,111.0,PRETTY DECENT,PRETTY DECENT,Art House & International,POPULAR,PRETTY DECENT,8,12,15
11380,319,NR,98.0,NOT POPULAR,POPULAR,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,12,16,14
11381,23,R,105.0,SUPER POPULAR,WHO?,Action & Adventure,PRETTY DECENT,WHO?,2,1,4
11384,286,PG-13,104.0,POPULAR,NOT POPULAR,Comedy,NOT POPULAR,NOT POPULAR,1,1,5
11385,239,NR,74.0,PRETTY DECENT,NOT POPULAR,Documentary,NOT POPULAR,NOT POPULAR,9,10,5
11386,9631,R,127.0,SUPER POPULAR,SUPER POPULAR,Drama,POPULAR,PRETTY DECENT,20,54,7
11387,177,NR,98.0,NOT POPULAR,NOT POPULAR,Art House & International,NOT POPULAR,NOT POPULAR,10,26,3
11388,4555,R,94.0,POPULAR,POPULAR,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,2,4,4
11389,69463,R,107.0,SUPER POPULAR,POPULAR,Action & Adventure,POPULAR,PRETTY DECENT,26,92,16
11390,119,NR,98.0,PRETTY DECENT,NOT THAT POPULAR,Drama,NOT POPULAR,NOT POPULAR,4,8,12
11391,5565,NR,121.0,SUPER POPULAR,POPULAR,Action & Adventure,POPULAR,PRETTY DECENT,8,28,0
11392,26406,R,90.0,POPULAR,PRETTY DECENT,Action & Adventure,POPULAR,PRETTY DECENT,43,68,97
11393,1182,R,89.0,SUPER POPULAR,NOT THAT POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,23,38,15
11394,21390,R,122.0,SUPER POPULAR,POPULAR,Drama,POPULAR,POPULAR,51,172,30
11395,12660,PG-13,134.0,WORLDCLASS,POPULAR,Action & Adventure,POPULAR,POPULAR,39,142,21
11398,8609,PG,103.0,SUPER POPULAR,POPULAR,Action & Adventure,POPULAR,PRETTY DECENT,40,285,39
11399,1533,PG,85.0,SUPER POPULAR,NOT THAT POPULAR,Drama,POPULAR,NOT THAT POPULAR,13,24,11
11400,27,NR,97.0,WHO?,WHO?,Horror,NOT POPULAR,NOT POPULAR,0,4,6
11401,6246,NR,105.0,POPULAR,NOT THAT POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,15,45,0
11402,5263,R,102.0,PRETTY DECENT,SUPER POPULAR,Horror,PRETTY DECENT,NOT THAT POPULAR,3,3,14
11403,51692,R,138.0,WORLDCLASS,POPULAR,Action & Adventure,POPULAR,PRETTY DECENT,42,146,38
11404,38473,PG-13,90.0,POPULAR,SUPER POPULAR,Comedy,PRETTY DECENT,PRETTY DECENT,4,2,5
11405,468633,PG,87.0,WORLDCLASS,POPULAR,Action & Adventure,SUPER POPULAR,POPULAR,30,48,53
11406,55908,R,79.0,WORLDCLASS,PRETTY DECENT,Art House & International,PRETTY DECENT,PRETTY DECENT,41,140,56
11407,8500,R,95.0,SUPER POPULAR,NOT THAT POPULAR,Horror,NOT THAT POPULAR,NOT THAT POPULAR,0,5,6
11409,1861,NR,100.0,NOT THAT POPULAR,WORLDCLASS,Mystery & Suspense,PRETTY DECENT,PRETTY DECENT,6,18,25
11410,38314,R,117.0,POPULAR,PRETTY DECENT,Art House & International,POPULAR,PRETTY DECENT,11,40,7
11411,4352,PG-13,144.0,NOT THAT POPULAR,PRETTY DECENT,Drama,PRETTY DECENT,PRETTY DECENT,12,26,1
11414,1875,R,94.0,NOT THAT POPULAR,NOT THAT POPULAR,Drama,NOT THAT POPULAR,NOT THAT POPULAR,18,42,19
11415,559,NR,115.0,NOT POPULAR,SUPER POPULAR,Drama,NOT POPULAR,NOT POPULAR,7,8,12
11416,17537,PG-13,88.0,SUPER POPULAR,SUPER POPULAR,Action & Adventure,PRETTY DECENT,POPULAR,15,25,10
11417,1257,PG-13,116.0,NOT THAT POPULAR,PRETTY DECENT,Action & Adventure,PRETTY DECENT,NOT THAT POPULAR,0,5,2
11418,31999,PG,107.0,WORLDCLASS,POPULAR,Comedy,SUPER POPULAR,POPULAR,4,8,18
11419,2465,R,82.0,POPULAR,NOT THAT POPULAR,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,3,2,3
11420,1430,PG-13,122.0,WORLDCLASS,PRETTY DECENT,Drama,WORLDCLASS,NOT THAT POPULAR,31,80,53
11421,775,NR,124.0,NOT THAT POPULAR,NOT THAT POPULAR,Action & Adventure,NOT THAT POPULAR,NOT POPULAR,2,8,2
11422,8677,NR,124.0,WORLDCLASS,POPULAR,Classics,POPULAR,PRETTY DECENT,3,17,4
11423,448,NR,139.0,PRETTY DECENT,NOT POPULAR,Action & Adventure,NOT THAT POPULAR,NOT POPULAR,2,8,2
11425,5,PG-13,114.0,SUPER POPULAR,POPULAR,Drama,WHO?,WHO?,24,78,52
11426,3983,PG-13,101.0,SUPER POPULAR,PRETTY DECENT,Comedy,SUPER POPULAR,NOT THAT POPULAR,2,1,7
11427,16479,R,105.0,SUPER POPULAR,POPULAR,Comedy,PRETTY DECENT,POPULAR,8,33,8
11428,248,NR,117.0,WORLDCLASS,PRETTY DECENT,Classics,NOT THAT POPULAR,NOT THAT POPULAR,1,1,4
11431,174378,PG-13,81.0,WORLDCLASS,POPULAR,Comedy,POPULAR,WORLDCLASS,33,56,65
11433,3526,R,105.0,POPULAR,POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,26,50,22
11434,8718,PG,92.0,WORLDCLASS,PRETTY DECENT,Action & Adventure,PRETTY DECENT,PRETTY DECENT,7,3,29
11436,1543,R,72.0,NOT THAT POPULAR,NOT THAT POPULAR,Art House & International,POPULAR,PRETTY DECENT,2,7,1
11437,5609,R,90.0,SUPER POPULAR,NOT THAT POPULAR,Drama,NOT THAT POPULAR,PRETTY DECENT,0,1,6
11438,23217,R,123.0,WORLDCLASS,PRETTY DECENT,Drama,POPULAR,SUPER POPULAR,11,48,6
11439,464,NR,86.0,NOT POPULAR,NOT THAT POPULAR,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,5,8,9
11440,446,PG,107.0,WORLDCLASS,PRETTY DECENT,Action & Adventure,NOT THAT POPULAR,PRETTY DECENT,2,2,3
11442,52488,NC17,90.0,POPULAR,POPULAR,Comedy,POPULAR,POPULAR,7,16,17
11443,1300,NR,90.0,NOT THAT POPULAR,NOT THAT POPULAR,Classics,NOT THAT POPULAR,PRETTY DECENT,0,0,6
11444,86,R,86.0,POPULAR,WHO?,Art House & International,WHO?,WHO?,4,3,4
11445,2302,R,98.0,POPULAR,NOT THAT POPULAR,Action & Adventure,PRETTY DECENT,NOT THAT POPULAR,6,8,7
11447,52886,R,112.0,WORLDCLASS,SUPER POPULAR,Drama,POPULAR,POPULAR,30,11,80
11449,8537,PG-13,93.0,SUPER POPULAR,POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,20,49,9
11451,468,NR,125.0,WORLDCLASS,NOT THAT POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,4,12,1
11452,1177,NR,84.0,NOT THAT POPULAR,NOT THAT POPULAR,Documentary,NOT THAT POPULAR,NOT THAT POPULAR,9,19,5
